2024-07-04 15:57:49 INFO  NewsServiceImpl:63 - 게시글 상세 조회 성공: boardNo=30
2024-07-04 15:57:49 INFO  NewsController:84 - 상세 조회 성공: kr.co.green.board.model.dto.NewsDto@6c53c720
2024-07-04 15:57:54 INFO  NewsController:71 - 상세 조회 요청: boardNo=29, memberNo=10
2024-07-04 15:57:54 INFO  NewsServiceImpl:63 - 게시글 상세 조회 성공: boardNo=29
2024-07-04 15:57:54 INFO  NewsController:84 - 상세 조회 성공: kr.co.green.board.model.dto.NewsDto@551bc159
2024-07-04 17:24:57 INFO  NewsController:71 - 상세 조회 요청: boardNo=29, memberNo=null
2024-07-04 17:24:57 INFO  NewsServiceImpl:63 - 게시글 상세 조회 성공: boardNo=29
2024-07-04 17:24:57 INFO  NewsController:84 - 상세 조회 성공: kr.co.green.board.model.dto.NewsDto@1f2308f5
2024-07-04 17:26:04 INFO  NewsController:71 - 상세 조회 요청: boardNo=30, memberNo=null
2024-07-04 17:26:04 INFO  NewsServiceImpl:63 - 게시글 상세 조회 성공: boardNo=30
2024-07-04 17:26:04 INFO  NewsController:84 - 상세 조회 성공: kr.co.green.board.model.dto.NewsDto@72d9fd85
2024-07-04 17:26:13 INFO  NewsController:71 - 상세 조회 요청: boardNo=30, memberNo=10
2024-07-04 17:26:13 INFO  NewsServiceImpl:63 - 게시글 상세 조회 성공: boardNo=30
2024-07-04 17:26:13 INFO  NewsController:84 - 상세 조회 성공: kr.co.green.board.model.dto.NewsDto@3b31a1fb
2024-07-04 17:26:14 INFO  NewsServiceImpl:63 - 게시글 상세 조회 성공: boardNo=30
2024-07-04 17:26:17 INFO  NewsController:184 - 게시글 수정 요청: boardNo=30, loginMemberNo=10
2024-07-04 17:26:17 INFO  NewsServiceImpl:141 - 게시글 수정 요청: BoardDto=kr.co.green.board.model.dto.NewsDto@15bead75, loginMemberNo=10
2024-07-04 17:26:17 INFO  NewsController:190 - 게시글 수정 성공: boardNo=30
2024-07-04 17:29:46 INFO  NewsServiceImpl:63 - 게시글 상세 조회 성공: boardNo=30
2024-07-04 17:29:48 INFO  NewsController:184 - 게시글 수정 요청: boardNo=30, loginMemberNo=10
2024-07-04 17:29:48 INFO  NewsServiceImpl:141 - 게시글 수정 요청: BoardDto=kr.co.green.board.model.dto.NewsDto@717404dc, loginMemberNo=10
2024-07-04 17:29:48 INFO  NewsController:190 - 게시글 수정 성공: boardNo=30
2024-07-04 17:29:48 INFO  NewsController:71 - 상세 조회 요청: boardNo=30, memberNo=10
2024-07-04 17:29:48 INFO  NewsServiceImpl:63 - 게시글 상세 조회 성공: boardNo=30
2024-07-04 17:29:48 INFO  NewsController:84 - 상세 조회 성공: kr.co.green.board.model.dto.NewsDto@3e7ef7a1
2024-07-05 10:01:04 INFO  NewsController:71 - 상세 조회 요청: boardNo=29, memberNo=10
2024-07-05 10:01:04 INFO  NewsServiceImpl:63 - 게시글 상세 조회 성공: boardNo=29
2024-07-05 10:01:04 INFO  NewsController:84 - 상세 조회 성공: kr.co.green.board.model.dto.NewsDto@57a9460d
2024-07-05 10:01:06 INFO  NewsController:71 - 상세 조회 요청: boardNo=30, memberNo=10
2024-07-05 10:01:06 INFO  NewsServiceImpl:63 - 게시글 상세 조회 성공: boardNo=30
2024-07-05 10:01:06 INFO  NewsController:84 - 상세 조회 성공: kr.co.green.board.model.dto.NewsDto@79beded8
2024-07-05 10:01:07 INFO  NewsServiceImpl:63 - 게시글 상세 조회 성공: boardNo=30
2024-07-05 10:01:08 INFO  NewsController:184 - 게시글 수정 요청: boardNo=30, loginMemberNo=10
2024-07-05 10:01:08 INFO  NewsServiceImpl:141 - 게시글 수정 요청: BoardDto=kr.co.green.board.model.dto.NewsDto@5e296ec6, loginMemberNo=10
2024-07-05 10:01:08 INFO  NewsController:190 - 게시글 수정 성공: boardNo=30
2024-07-05 10:01:08 INFO  NewsController:71 - 상세 조회 요청: boardNo=30, memberNo=10
2024-07-05 10:01:08 INFO  NewsServiceImpl:63 - 게시글 상세 조회 성공: boardNo=30
